"Eintrag";"Quelle";"Seite";"Amt";"Hofherr";"Laufnr";"Name";"Dienstbeginn";"Abraitung";"Erstaufnahme";"Quellenkommentar";"Bearbeiterkommentar";"Anmerkung";"Sort";"F41"
"256";"SR 186";"27r";"Ts";"F3";"55";"Phillip Emanuel Freiherr de Soye";"1647-02-22";;"mh";;;;;"13077"
"257";"SR 186";"27r";"Ts";"F3";"56";"Franz Ernst Freiherr von Paar";"1647-03-02";;"mh";;;;;"14092"
"258";"SR 186";"27r";"Ts";"F3";"57";"Sigmund Friedrich Freiherr von Lamberg";"1648-08-01";;"mh";;;;;"10412"
"259";"SR 186";"27r";"Ts";"F3";"58";"N von Gerra";"1648-08-02";;"mh";;;;;"11140"
"260";"SR 186";"27v";"Ts";"F3";"59";"Emerich Rebaey Graf Revay";"1648-08-02";;"mh";;;;;"10537"
"261";"SR 186";"27v";"Ts";"F3";"60";"Georg Christoph Freiherr von Globiz";"1648-12-25";;"mh";;;;;"19182"
"262";"SR 186";"27v";"Ts";"F3";"61";"Octavius Freiherr von Taxis";"1649-05-24";;"mh";;;;;"10780"
"263";"SR 186";"27v";"Ts";"F3";"62";"Johann Karl Freiherr von Würmb";"1649-11-19";;"mh";;;;;"10425"
"264";"SR 186";"27v";"Ts";"F3";"63";"Anthoni Graf von Lantöry";"1649-12-24";"1650-04-05";"mh";;;;;"10865"
"266";"SR 186";"28r";"Ts";"F3";"64";"Johann Matthias Graf zu Strasolda";"1649-12-24";"1652-03-05";"mh";;;;;"10852"
"268";"SR 186";"28r";"Ts";"F3";"65";"Jarislav Ferdinand Sauerma Freiherr von der Jeltsch";"1650-03-05";"1651-06-20";"mh";;;;;"10409"
"270";"SR 186";"28r";"Ts";"F3";"66";"Sigismund Ferdinand Carzianer Freiherr";"1650-03-20";;"mh";;;;;"11135"
"271";"SR 186";"28r";"Ts";"F3";"67";"Ludovicus Coronin Freiherr von Cronaberg";"1650-10-20";;"mh";;;;;"10325"
"272";"SR 186";"28r";"Ts";"F3";"68";"Thomas Baramay de Oheny";"1651-03-11";;"mh";;;;;"10962"
"273";"SR 186";"28v";"Ts";"F3";"69";"Hans Franz Freiherr von Orschitz";"1653-09-20";;"mh";;;;;"11218"
"274";"SR 186";"28v";"Ts";"F3";"70";"Wolf Sebastian Freiherr von Pötting";"1651-12-24";;"mh";;;;;"13256"
"275";"SR 186";"28v";"Ts";"F3";"71";"Ferdinand Johann Graf von Vertuga";"1652-04-15";;"mh";;;;;"10620"
"276";"SR 186";"28v";"Ts";"F3";"72";"Ferdinand Graf Caraffa";"1652-04-06";;"mh";;;;;"10968"
"277";"SR 186";"28v";"Ts";"F3";"73";"Gotthard Graf von Stahrnberg";"1652-11-05";;"mh";;;;;"10382"
"278";"SR 186";"29r";"Ts";"F3";"74";"Ehrgott Graf von Kueffstain";"1653-01-26";;"mh";;;;;"12034"
"279";"SR 186";"29r";"Ts";"F3";"75";"Caesare Alexandro Hercolani";"1653-02-03";;"mh";;;;;"10859"
"280";"SR 186";"29r";"Ts";"F3";"76";"Ferdinand Ludwig von Wopping Freiherr zu Kopfhaimb";"1653-06-15";;"mh";;;;;"14097"
"281";"SR 186";"29r";"Ts";"F3";"77";"Peter Laubsky";"1653-06-26";;"mh";;;;;"12127"
"282";"SR 186";"29r";"Ts";"F3";"78";"Johan Waikhart Kazian Freiherr von Kazenstein";"1653-06-27";;"mh";;;;;"11128"
"283";"SR 186";"29v";"Ts";"F3";"79";"Christoph Wertschein";"1653-12-05";;"mh";;;;;"11141"
"284";"SR 186";"29v";"Ts";"F3";"80";"Wenzl Karl Baron Zabelizkhy";"1654-01-21";;"mh";;;;;"12126"
"285";"SR 186";"29v";"Ts";"F3";"81";"Franz Dominicus Graf von Heisenstein";"1654-04-11";;"mh";;;;;"11159"
"286";"SR 186";"29v";"Ts";"F3";"82";"Octavius Graf Colaldo";"1654-06-16";;"mh";;;;;"10906"
"287";"SR 186";"29v";"Ts";"F3";"83";"Franciscus von Windischgräz";"1654-06-18";;"mh";;;;;NULL
"288";"SR 186";"30r";"Ts";"F3";"84";"Albertus Otcolec";"1654-07-21";;"mh";;;;;"11089"
"289";"SR 186";"30r";"Ts";"F3";"85";"Johann Franz Graf von Meserati";"1654-09-05";;"mh";;;;;"10799"
"290";"SR 186";"30r";"Ts";"F3";"86";"Johann Barbian Welciosa";"1654-09-05";;"mh";;;;;"10855"
"291";"SR 186";"30r";"Ts";"F3";"87";"Georg Christoph von Wangereckh";"1655-02-25";;"mh";;;;;"10729"
"292";"SR 186";"30r";"Ts";"F3";"88";"Bartholomeus Carolus Luys Braslin";"1655-05-27";;"mh";;;;;NULL
"293";"SR 186";"30v";"Ts";"F3";"89";"Johann Mauriz Prasina Graf von Bilnau";"1655-07-28";;"mh";;;;;"11303"
"294";"SR 186";"30v";"Ts";"F3";"90";"Gabriel Graf von Sarbelani";"1655-08-12";;"mh";;;;;"10926"
"295";"SR 186";"30v";"Ts";"F3";"91";"Wolff Vicenz Freiherr von Waizenberg";"1655-12-11";;"mh";;;;;"14099"
"296";"SR 186";"30v";"Ts";"F3";"92";"Julius Carl Bodstazky";"1656-01-04";;"mh";;;;;"19248"
"297";"SR 186";"30v";"Ts";"F3";"93";"Andreas Bartholome Gatta";"1656-03-15";;"mh";;;;;"14893"
"298";"SR 186";"31r";"Ts";"F3";"94";"Franz von Gondola";"1657-02-13";;"mh";;;;;"15676"
"299";"SR 186";"32r";"OSilK";"F3";"1";"Bernhardt Graf von Marteniz";"1637-04-20";"1639-05-04";"mh";;;;;"10176"
"301";"SR 186";"32r";"OSilK";"F3";"2";"Franz Wilhelm von Thallenberg Freiherr";"1639-09-22";"1641-07-07";"mh";;;;;"10182"
"303";"SR 186";"32r";"OSilK";"F3";"3";"Max Graf von Martiniz";"1642-10-15";"1644-03-20";"mh";;;;;"10180"
"305";"SR 186";"32v";"OSilK";"F3";"4";"Franz Ernst Freiherr von Mollart";"1644-05-23";"1647-08-20";"mh";;;;;"10186"
"307";"SR 186";"32v";"OSilK";"F3";"5";"Franz Christoph Hysterl von Cadau Freiher";"1647-08-21";;"mh";;;;;"10327"
"308";"SR 186";"33r";"USilK";"F3";"1";"Johann de Aviles";"1636-01-15";"1648-11-10";"mh";;;;;"10895"
"309";"SR 186";"33r";"USilK";"F3";"2";"Jarislauv Ferdinand Sauerma Freiherr zu der Jeltsch";"1651-06-20";;"mh";;;;;"10409"
"310";"SR 186";"41r";"OKüM";"F3";"1";"Johann Wilhelm von Cronegg Freiherr";"1634-03-01";"1646-09-30";"mh";;;;;"10484"
"311";"SR 186";"41r";"OKüM";"F3";"2";"Franz Ernst von Mollart Freiherr";"1646-10-01";;"mh";;;;;"10186"
"312";"SR 186";"120r";"OK";"F3";"1";"Johann Rudolf Graf von Puechheimb";"1635-07-01";"1651-01-17";"mh";;;;;"10076"
"313";"SR 186";"120r";"OK";"F3";"2";"Maximilian Graf von Waldstein";"1651-03-07";"1655-02-19";"mh";;;;;"10031"
"314";"SR 186";"120v";"OK";"F3";"3";"Don Anibal Gonzaga Fürst";"1655-03-01";;"mh";;;;;"10078"
"315";"SR 186";"121r";"K";"F3";"1";"Carl Schurff Freiherr";"1619-01-01";;"mh";;;;;"11146"
"316";"SR 186";"121r";"K";"F3";"2";"Rudolf Graf von Thun";"1619-03-10";;"mh";;;;;"10211"
"317";"SR 186";"121r";"K";"F3";"3";"Octavius Panizol";"1620-05-01";;"mh";;;;;"10627"
"318";"SR 186";"121r";"K";"F3";"4";"Ferdinand Erasmus Baron von Kolowitsch";"1621-09-06";;"mh";;;;;"12526"
"319";"SR 186";"121r";"K";"F3";"5";"Hans Christoph von Haimb";"1622-04-01";;"mh";;;;;"11149"
"320";"SR 186";"121v";"K";"F3";"6";"Octavius Kinskhy";"1622-07-01";;"mh";;;;;"11064"
"321";"SR 186";"121v";"K";"F3";"7";"Gottfried Werkha";"1622-10-01";;"mh";;;;;"13028"
"322";"SR 186";"121v";"K";"F3";"8";"Hans Christoph von Römersthal";"1623-04-15";"1637-09-30";"mh";;;"Sterbevermerk";;"11160"
"323";"SR 186";"121v";"K";"F3";"9";"Michael Johannes Graf von Althan";"1624-06-01";;"mh";;;;;"10901"
"324";"SR 186";"121v";"K";"F3";"10";"Joachim Ulrich Graf Schlabata";"1625-11-01";"1645-03-05";"mh";;;"Sterbevermerk";;"10256"
"325";"SR 186";"121v";"K";"F3";"11";"Georg Adam Graf von Marteniz";"1625-11-01";;"kw";;;;;"10121"
"326";"SR 186";"122r";"K";"F3";"12";"Johann Rudolph von Puechheimb";"1626-06-01";;"mh";;;;;"10076"
"327";"SR 186";"122r";"K";"F3";"13";"Georg Friedrich Graf von Hochenzollern";"1626-10-21";"1626-07-31";"mh";;;;;"10028"
"328";"SR 186";"122r";"K";"F3";"14";"Berchtold Freiherr von Waldstein";"1627-05-01";;"mh";;;;;"10062"
"329";"SR 186";"122r";"K";"F3";"15";"Christoph Sigmund Freiherr von Thun";"1627-05-01";;"mh";;;"abweichender Vorname als Irrtum des Schreibers anzusehen";;"10007"
"330";"SR 186";"122r";"K";"F3";"16";"Ulrich Franz Freiherr von Kolobradt";"1629-01-15";;"mh";;;;;"10122"
"331";"SR 186";"122r";"K";"F3";"17";"Ulrich Adam Poppel von Lobkoviz";"1631-01-01";;"mh";;;;;"10057"
"332";"SR 186";"122r";"K";"F3";"18";"Johann Max Freiherr von Lamberg";"1634-03-10";;"mh";;;;;"10084"
"334";"SR 186";"122v";"K";"F3";"19";"Sigmund Friedrich Ratkhey Freiherr";"1634-04-01";;"mh";;;;;"12135"
"335";"SR 186";"122v";"K";"F3";"20";"Don Juan Giron";"1636-02-25";;"mh";;;;;"12502"
"336";"SR 186";"122v";"K";"F3";"21";"Johann Adolf Graf von Schwarzenberg";"1637-01-02";;"mh";;;;;"10045"
"337";"SR 186";"122v";"K";"F3";"22";"Hermann Graf Tschernin";"1637-01-06";;"mh";;;;;"10538"
"338";"SR 186";"122v";"K";"F3";"23";"Georg Achaz Graf von Losenstein";"1637-04-05";;"mh";;;;;"10093"
"339";"SR 186";"122v";"K";"F3";"24";"Christoph Teuffel Freiherr";"1637-04-06";"1650-11-30";"mh";;;"Sterbevermerk";;"10136"
"340";"SR 186";"122v";"K";"F3";"25";"Wenzel Graf von Würmb";"1637-07-01";"1649-07-29";"mh";;;"Sterbevermerk";;"10145"
"341";"SR 186";"123r";"K";"F3";"26";"Adolph Graf Canossa";"1637-04-11";;"mh";;;"abweichender Vorname als Irrtum des Schreibers anzusehen";;"10255"
"342";"SR 186";"123r";"K";"F3";"27";"Christoph Wratislav von Mitrawiz";"1638-08-25";;"mh";;;;;"10369"
"343";"SR 186";"123r";"K";"F3";"28";"Sigmund Graf Forgatsch";"1638-01-17";;"mh";;;;;"10197"
"344";"SR 186";"123r";"K";"F3";"29";"Heinrich Johann Schwubna";"1637-04-11";;"mh";;;;;"10008"
"345";"SR 186";"123r";"K";"F3";"30";"Bernhard Graf von Marteniz";"1639-05-04";;"mh";;;;;"10176"
"346";"SR 186";"123r";"K";"F3";"31";"Ernst von Thraun Freiherr";"1639-05-04";;"mh";;;;;"11505"
"347";"SR 186";"123r";"K";"F3";"32";"Georg Manrique Graf von Tessio";"1639-05-05";;"mh";;;;;"10155"
"348";"SR 186";"123v";"K";"F3";"33";"Wurian Ladislav Graf von Waldtstein";"1639-05-04";;"mh";;;;;"10064"
"349";"SR 186";"123v";"K";"F3";"34";"Adam Matthias Graf Trauthmanstorff";"1639-06-08";;"mh";;;;;"10158"
"350";"SR 186";"123v";"K";"F3";"35";"Franziscus Graf von Maradas";"1639-11-29";;"mh";;;;;"10492"
"351";"SR 186";"123v";"K";"F3";"36";"Johann Arbogast Graf von Thun";"1640-06-19";"1646-01-31";"mh";;;"Sterbevermerk";;"10148"
"352";"SR 186";"123v";"K";"F3";"37";"Martin Franz Graf von Öettingen";"1640-09-12";;"mh";;;;;"10604"
"353";"SR 186";"123v";"K";"F3";"38";"Franciscus Darochi de Pereghino";"1632-03-19";;"mh";;;;;"12165"
"354";"SR 186";"124r";"K";"F3";"39";"Wolfgang von Stubenberg Freiherr";"1632-04-19";;"mh";;;;;"13037"
"355";"SR 186";"124r";"K";"F3";"40";"Walter Lesl";"1634-03-15";;"mh";;;;;"10027"
"356";"SR 186";"124r";"K";"F3";"41";"Wratislav Graf von Fürstenberg";"1634-12-26";;"mh";;;;;"10221"
"357";"SR 186";"124r";"K";"F3";"42";"Bruno Graf von Mansfeldt";"1637-04-17";;"mh";;;;;"10015"
"358";"SR 186";"124r";"K";"F3";"43";"Johann Karl Markgraf von Gonzaga";"1640-07-30";;"mh";;;;;"10125"
"359";"SR 186";"124r";"K";"F3";"44";"Franz Albrecht Graf von Harrach";"1640-09-20";;"mh";;;;;"10096"
"360";"SR 186";"124v";"K";"F3";"45";"Albrecht von Zinzendorf Freiherr";"1640-12-15";;"mh";;;;;"10164"
"361";"SR 186";"124v";"K";"F3";"46";"Johann Jacob Graf von Zeill";"1641-07-07";;"mh";;;;;"10177"
"362";"SR 186";"124v";"K";"F3";"47";"Franz Wilhelmb Freiherr von Tallenberg";"1641-07-07";;"mh";;;;;"10182"
"363";"SR 186";"124v";"K";"F3";"48";"Wenzl Eusebius Fürst von Lobkovitz";"1641-08-11";;"mh";;;;;"10058"
"364";"SR 186";"124v";"K";"F3";"49";"Karl Gottfried Breiner Freiherr";"1642-05-11";;"mh";;;;;"10187"
"365";"SR 186";"124v";"K";"F3";"50";"Gottfried Freiherr von Eübeswaldt";"1642-05-17";;"mh";;;;;"11142"
"366";"SR 186";"124v";"K";"F3";"51";"Hans Wilhelm Freiherr von Schäffenberg";"1642-04-14";;"mh";;;;;"10440"
"367";"SR 186";"125r";"K";"F3";"52";"Davidt Ungnadt Freiherr";"1642-12-31";;"mh";;;;;"10165"
"368";"SR 186";"125r";"K";"F3";"53";"Johann Friedrich Graf von Trauthmanstorff";"1643-01-02";;"mh";;;;;"10129"
"369";"SR 186";"125r";"K";"F3";"54";"Christoph Baldevinus Graf von Tenezin";"1643-04-02";;"mh";;;;;"11087"
"370";"SR 186";"125r";"K";"F3";"55";"Ludwig von Stahrnberg Freiherr";"1643-05-04";;"mh";;;;;"10383"
"371";"SR 186";"125r";"K";"F3";"56";"Ferdinand Ernst Graf Waldtstein";"1643-05-24";;"mh";;;;;"10061"
"372";"SR 186";"125r";"K";"F3";"57";"Emerich Graf Artedi";"1643-09-01";;"mh";;;;;"10204"
"373";"SR 186";"125r";"K";"F3";"58";"Johann Christoph Graf von Puechheimb";"1643-12-18";;"mh";;;;;"10077"
"374";"SR 186";"125v";"K";"F3";"59";"Albertus Saxton Spinola Graf zu Bruay";"1644-01-25";;"mh";;;;;"10921"
"375";"SR 186";"125v";"K";"F3";"60";"Franciscus Graf Nadasti";"1644-02-13";;"mh";;;;;"10199"
"376";"SR 186";"125v";"K";"F3";"61";"Maximilian Graf von Marteniz";"1644-03-20";;"mh";;;;;"10180"
"377";"SR 186";"125v";"K";"F3";"62";"Joseph Graf Picolomini";"1644-03-20";;"mh";;;;;"10845"
"378";"SR 186";"125v";"K";"F3";"63";"Konrad Balthasar Graf von Stahrnberg";"1644-07-01";;"mh";;;;;"10356"
"379";"SR 186";"125v";"K";"F3";"64";"Ambrosius Graf von Thurn";"1644-08-28";;"mh";;;;;"10185"
"380";"SR 186";"125v";"K";"F3";"65";"Johann Reichhard Graf von Stahrnberg";"1644-08-28";;"mh";;;;;"10384"
"381";"SR 186";"126r";"K";"F3";"66";"Raimund Graf Mantecucoli";"1645-07-22";;"mh";;;;;"10888"
"382";"SR 186";"126r";"K";"F3";"67";"Johann Ludwig Graf Stahrnberg";"1645-10-29";;"mh";;;;;"10381"
"383";"SR 186";"126r";"K";"F3";"68";"Ott Ehrnreich Graf von Trauthmanstorff";"1646-05-06";;"mh";;;;;"10157"
"384";"SR 186";"126r";"K";"F3";"69";"Johann Franz Graf von Nassau";"1646-09-05";;"mh";;;;;"10690"
"385";"SR 186";"126r";"K";"F3";"70";"Bartholome Graf von Maradas";"1646-10-04";;"mh";;;;;"10491"
"386";"SR 186";"126r";"K";"F3";"71";"Adam Forgatsch Graf";"1646-09-21";;"mh";;;;;"10198"
"387";"SR 186";"126r";"K";"F3";"72";"Heinrich Wolf Werkha Graf zu Hobora";"1646-08-04";;"mh";;;;;"13029"
"388";"SR 186";"126v";"K";"F3";"73";"Franciscus Wesselini";"1646-09-21";;"mh";;;;;"10722"
"389";"SR 186";"126v";"K";"F3";"74";"Johann Graf von Rathal";"1646-09-26";;"mh";;;;;"10124"
"390";"SR 186";"126v";"K";"F3";"75";"Christoph Paul Graf von Liechtenstein";"1646-04-18";;"mh";;;;;"10915"
"391";"SR 186";"126v";"K";"F3";"76";"Wolf Adam Graf von Pappenheimb";"1646-02-11";;"mh";;;;;"10069"
"392";"SR 186";"126v";"K";"F3";"77";"Rudolf Graf von Khauniz";"1646-10-04";;"mh";;;;;"10455"
"393";"SR 186";"126v";"K";"F3";"78";"Georg Graf Artedi";"1646-09-24";;"mh";;;;;"10203"
"394";"SR 186";"126v";"K";"F3";"79";"Georg Ileszari Graf";"1646-09-05";;"mh";;;;;"12058"
"395";"SR 186";"127r";"K";"F3";"80";"Christoph Ferdinand Poppel Graf von Lobkhoviz";"1646-08-04";;"mh";;;;;"10059"
"396";"SR 186";"127r";"K";"F3";"81";"Peter Graf von Serin";"1646-09-29";;"mh";;;;;"10174"
"397";"SR 186";"127r";"K";"F3";"82";"Franz Ernst von Mollart Freiherr";"1645-08-02";;"mh";;;;;"10186"
"398";"SR 186";"127r";"K";"F3";"83";"Georg Adam von Khueffstain Freiherr";"1646-12-14";;"mh";;;;;"12024"
"399";"SR 186";"127r";"K";"F3";"84";"Franz Graf von Latron";"1646-08-19";;"mh";;;;;"13071"
"400";"SR 186";"127r";"K";"F3";"85";"Ladislav Graf Esterhazy";"1647-01-01";;"mh";;;;;"10519"
"401";"SR 186";"127r";"K";"F3";"86";"Franz Matthias Karl Freiherr Sternberg";"1647-03-01";;"mh";;;;;"10973"
"402";"SR 186";"127v";"K";"F3";"87";"Johann Weikhardt Graf von Wrzesowiz";"1647-03-10";;"mh";;;;;"10149"
"403";"SR 186";"127v";"K";"F3";"88";"Georg Augustin Khevenhiller Freiherr";"1647-06-10";;"mh";;;;;"10181"
"404";"SR 186";"127v";"K";"F3";"89";"Ferdinand Friedrich Graf von Fürstenberg";"1647-06-14";;"mh";;;;;"10168"
"405";"SR 186";"127v";"K";"F3";"90";"Franz Forgatsch Graf";"1647-06-17";;"mh";;;;;"10195"
"406";"SR 186";"127v";"K";"F3";"91";"Johann Adam Hersohn Freiherr von Harras";"1647-06-20";;"mh";;;;;"10207"
"407";"SR 186";"127v";"K";"F3";"92";"Georg Wenzl Hobizkhi Graf von Sternberg";"1647-10-20";;"mh";;;;;"10981"
"408";"SR 186";"127v";"K";"F3";"93";"Innocentius Graf Conte";"1648-04-28";;"mh";;;;;"10899"
"409";"SR 186";"128r";"K";"F3";"94";"Ernst Salentinus Graf von Salmb";"1648-06-07";;"mh";;;;;"10937"
"410";"SR 186";"128r";"K";"F3";"95";"Hörwarth Graf von Auersperg";"1648-08-08";;"mh";;;;;"10193"
"411";"SR 186";"128r";"K";"F3";"96";"Adolf Graf von Wagensperg";"1648-08-28";;"mh";;;;;"10208"
"412";"SR 186";"128r";"K";"F3";"97";"Reichhard Graf von Strasolda";"1648-10-20";;"mh";;;;;"10851"
"413";"SR 186";"128r";"K";"F3";"98";"Claudius Graf von Collaldo";"1648-11-08";;"mh";;;;;"10388"
"414";"SR 186";"128r";"K";"F3";"99";"Leo Wilhelm Graf von Khauniz";"1648-11-08";;"mh";;;;;"10192"
"415";"SR 186";"128r";"K";"F3";"100";"Julius Graf von Trauthmanstorff";"1648-11-23";;"mh";;;"abweichender Vorname als Irrtum des Schreibers gewertet";;"10154"
"416";"SR 186";"128v";"K";"F3";"101";"Julius Graf von Paar";"1648-11-12";;"mh";;;;;"14102"
"417";"SR 186";"128v";"K";"F3";"102";"Niclas Graff Palfy";"1648-12-04";;"mh";;;;;"10036"
"418";"SR 186";"128v";"K";"F3";"103";"Georg Jacob Herberstein Freiherr";"1648-12-12";;"mh";;;;;"10668"
"419";"SR 186";"128v";"K";"F3";"104";"Hans Jacob Bernhard Lebl Freiherr";"1648-12-12";;"mh";;;;;"11083"
"420";"SR 186";"128v";"K";"F3";"105";"Wilhelm Freiherr von Metternich";"1649-02-10";;"mh";;;;;"12202"
"421";"SR 186";"128v";"K";"F3";"106";"Ferdinand Leopold Graf von Nachot";"1649-01-11";;"mh";;;"zu korrigieren auf 1. Januar 1649";;"10638"
"422";"SR 186";"128v";"K";"F3";"107";"Alexander don Bournonville Graf von Henin";"1649-02-11";;"mh";;;;;"12005"
"423";"SR 186";"129r";"K";"F3";"108";"Wenzl Wratislav Freiherr";"1649-03-14";;"mh";;;;;"10397"
"424";"SR 186";"129r";"K";"F3";"109";"Ferdinandt Jacob Graf von Dietrichstein";"1649-03-21";;"mh";;;;;"10085"
"425";"SR 186";"129r";"K";"F3";"110";"Adam Graf Budiani";"1649-03-29";;"mh";;;;;"10820"
"426";"SR 186";"129r";"K";"F3";"111";"Georg von Frankenpain Graf zu Terschez";"1649-04-03";;"mh";;;;;"10725"
"427";"SR 186";"129r";"K";"F3";"112";"Emerich Palasy Freiherr";"1649-04-20";;"mh";;;;;"10205"
"428";"SR 186";"129r";"K";"F3";"113";"Daniel Revay de Reva";"1649-05-25";;"mh";;;;;"10536"
"429";"SR 186";"129r";"K";"F3";"114";"Francicsus Graf Tschaky";"1649-05-31";;"mh";;;;;"12038"
"430";"SR 186";"129v";"K";"F3";"115";"Sigmund Friedrich Graf Götz";"1649-06-08";;"mh";;;;;"10833"
"431";"SR 186";"129v";"K";"F3";"116";"Johann Maria Testa Piccolomini Aragona";"1649-07-19";;"mh";;;;;"10904"
"432";"SR 186";"129v";"K";"F3";"117";"Don Ligni Marggraf Gonzaga";"1649-07-19";;"mh";;;;;"10836"
"433";"SR 186";"129v";"K";"F3";"118";"Jarislav von Hasenburg";"1649-07-31";;"mh";;;;;"10140"
"434";"SR 186";"129v";"K";"F3";"119";"Caspar Zdenko Capeliers";"1649-10-14";;"mh";;;;;"10898"
"435";"SR 186";"129v";"K";"F3";"120";"Johann Fridrich Graf von Herberstein";"1649-11-23";;"mh";;;;;"10643"
"436";"SR 186";"129v";"K";"F3";"121";"Don Felice Duca de Palavicin";"1650-01-01";;"mh";;;;;"10936"
"437";"SR 186";"130r";"K";"F3";"122";"Sigmund Friedrich Graf von Trauthmanstorff";"1650-01-12";;"mh";;;;;"10159"
"438";"SR 186";"130r";"K";"F3";"123";"Friedrich Wilhelm Graf zu Öttingen";"1650-02-07";;"mh";;;;;"10605"
"439";"SR 186";"130r";"K";"F3";"124";"Karl Ferdinand zu Rappach";"1650-02-16";;"mh";;;;;"14685"
"440";"SR 186";"130r";"K";"F3";"125";"Karl von Paar";"1650-02-16";;"mh";;;;;"14076"
"441";"SR 186";"130r";"K";"F3";"126";"Sebastian von Hallweil";"1650-02-18";;"mh";;;;;"19840"
"442";"SR 186";"130r";"K";"F3";"127";"Ludwig Graf Rabata";"1650-02-18";;"mh";;;;;"10434"
"443";"SR 186";"130r";"K";"F3";"128";"Franz von und zu Pöttingen Freiherr";"1650-03-06";;"mh";;;;;"13253"
"444";"SR 186";"130v";"K";"F3";"129";"Otto Graf zu Friedberg Reichserbtruchsess";"1650-03-24";;"mh";;;;;"10178"
"445";"SR 186";"130v";"K";"F3";"130";"Alexander Nicowiz Freiherr";"1650-03-25";;"mh";;;;;"12148"
"446";"SR 186";"130v";"K";"F3";"131";"Prosper Graf von Arch";"1650-04-04";;"mh";;;;;"10988"
"447";"SR 186";"130v";"K";"F3";"132";"Georg Ludwig Graf und Herr von Sünzendorff";"1650-05-01";;"mh";;;;;"10120"
"448";"SR 186";"130v";"K";"F3";"133";"Adolf Ehrnreich Graf von Puechheim";"1650-06-15";;"mh";;;;;"10541"
"449";"SR 186";"130v";"K";"F3";"134";"Wilhelmb Graf von Staffort und Artenel";"1650-12-28";;"mh";;;;;"12008"
"450";"SR 186";"130v";"K";"F3";"135";"Ferdinand Graf von Verdenberg";"1651-01-01";;"mh";;;;;"10142"
"451";"SR 186";"131r";"K";"F3";"136";"Hans Hartwig Graf von Nostiz";"1651-01-30";;"mh";;;;;"10095"
"452";"SR 186";"131r";"K";"F3";"137";"Marquardt Fugger Graf zu Kürchberg und Weißenhorn";"1651-02-28";;"mh";;;;;"10504"
"453";"SR 186";"131r";"K";"F3";"138";"Leopold Wilhelmb Markkgraf von Baaden";"1651-03-28";;"mh";;;;;"10350"
"454";"SR 186";"131r";"K";"F3";"139";"Georg Graf Eleszarhi";"1651-04-02";;"mh";;;;;"12058"
"455";"SR 186";"131r";"K";"F3";"140";"Christoph Emerich Freiherr von Schallenberg";"1651-05-30";;"mh";;;"abweichender Vorname als Irrtum des Schreibers anzusehen";;"11048"
"456";"SR 186";"131r";"K";"F3";"141";"Franciscus Anthonius Graf zu Trauthmanstorff";"1651-06-23";;"mh";;;;;"10156"
"457";"SR 186";"131r";"K";"F3";"142";"Philipp Antoni de Merode Graf zu Pocarmei";"1651-06-23";;"mh";;;;;"11011"
"458";"SR 186";"131v";"K";"F3";"143";"Christoph Freiherr von Ranzau";"1651-06-27";;"mh";;;;;"14046"
"459";"SR 186";"131v";"K";"F3";"144";"Gabriel Schereni Freiherr";"1651-08-27";;"mh";;;;;"12128"
"460";"SR 186";"131v";"K";"F3";"145";"Ludwig Freiherr von Herberstein";"1651-08-16";;"mh";;;;;"10671"
"461";"SR 186";"131v";"K";"F3";"146";"Albrecht Maximilian Graf de Fours";"1651-11-11";;"mh";;;;;"10552"
"462";"SR 186";"131v";"K";"F3";"147";"Humbrecht Johann Tschernin Freiherr";"1652-01-07";;"mh";;;;;"10555"
"463";"SR 186";"131v";"K";"F3";"148";"Nicola Passman de Panes";"1652-01-09";;"mh";;;;;"10849"
"464";"SR 186";"131v";"K";"F3";"149";"Kaspar Zaniogk Freiherr";"1652-01-14";;"mh";;;;;"12146"
"465";"SR 186";"132r";"K";"F3";"150";"Carl Ludwig von Hofkürchen Freiherr";"1652-01-21";;"mh";;;;;"10679"
"466";"SR 186";"132r";"K";"F3";"151";"Erhard Truchsess von Wezhausen";"1652-02-01";;"mh";;;;;"10806"
"467";"SR 186";"132r";"K";"F3";"152";"Franz Christoph Hysterl von Chadau";"1652-04-03";;"mh";;;;;"10327"
"468";"SR 186";"132r";"K";"F3";"153";"Georg Drugeth Graf von Humaney";"1652-04-04";;"mh";;;;;"11044"
"469";"SR 186";"132r";"K";"F3";"154";"Valentin Balasy Freiherr";"1652-04-07";;"mh";;;;;"10206"
"470";"SR 186";"132r";"K";"F3";"155";"Hans Christoph Broscobsky";"1652-04-08";;"mh";;;;;"10632"
"471";"SR 186";"132r";"K";"F3";"156";"Hans Wenzel Freiherr von Kolobrath";"1652-05-12";;"mh";;;;;"10751"
"472";"SR 186";"132v";"K";"F3";"157";"Michael Alvernia Saluzo Markgraf zu Clavesana";"1652-05-30";;"mh";;;;;"10183"
"473";"SR 186";"132v";"K";"F3";"158";"Franz Ernst Freiherr von Paar";"1652-05-13";;"mh";;;;;"14092"
"474";"SR 186";"132v";"K";"F3";"159";"Franz Ernst Graf Schlickh";"1652-06-01";;"mh";;;;;"10310"
"475";"SR 186";"132v";"K";"F3";"160";"Johann Victorin Graf Waldtstein";"1652-08-18";;"mh";;;;;"10065"
"476";"SR 186";"132v";"K";"F3";"161";"Tomio Conte Pompei";"1652-09-08";;"mh";;;;;"10886"
